Source,Target,Type,Kind,Id,Label,timeset,Weight
@eternalroute,@foxnews,Directed,Mention,408,,"<[2022-03-02T09:49:26.934Z, 2022-03-02T09:49:28.702Z, 2022-03-02T09:53:05.288Z, 2022-03-02T09:53:36.764Z, 2022-03-02T10:02:43.560Z, 2022-03-02T10:04:41.522Z, 2022-03-02T10:16:37.555Z, 2022-03-02T10:22:23.697Z, 2022-03-02T10:23:31.726Z, 2022-03-02T10:29:08.654Z, 2022-03-02T10:29:46.929Z, 2022-03-02T10:30:38.669Z, 2022-03-02T10:31:41.417Z, 2022-03-02T10:32:34.674Z, 2022-03-02T10:41:28.496Z, 2022-03-02T10:41:39.052Z]>",16
@eternalroute,@drsjaishankar,Directed,Mention,409,,"<[2022-03-02T09:49:26.934Z, 2022-03-02T09:49:28.702Z, 2022-03-02T09:53:05.288Z, 2022-03-02T09:53:36.764Z, 2022-03-02T10:02:43.560Z, 2022-03-02T10:04:41.522Z, 2022-03-02T10:16:37.555Z, 2022-03-02T10:22:23.697Z, 2022-03-02T10:23:31.726Z, 2022-03-02T10:29:08.654Z, 2022-03-02T10:29:46.929Z, 2022-03-02T10:30:38.669Z, 2022-03-02T10:31:41.417Z, 2022-03-02T10:32:34.674Z, 2022-03-02T10:41:28.496Z, 2022-03-02T10:41:39.052Z]>",16
@eternalroute,@narendramodi,Directed,Mention,410,,"<[2022-03-02T09:49:26.934Z, 2022-03-02T09:49:28.702Z, 2022-03-02T09:53:05.288Z, 2022-03-02T09:53:36.764Z, 2022-03-02T10:02:43.560Z, 2022-03-02T10:04:41.522Z, 2022-03-02T10:16:37.555Z, 2022-03-02T10:22:23.697Z, 2022-03-02T10:23:31.726Z, 2022-03-02T10:29:08.654Z, 2022-03-02T10:29:46.929Z, 2022-03-02T10:30:38.669Z, 2022-03-02T10:31:41.417Z, 2022-03-02T10:32:34.674Z, 2022-03-02T10:41:28.496Z, 2022-03-02T10:41:39.052Z]>",16
@kuldeep31012171,@kremlinrussia_e,Directed,Mention,831,,"<[2022-03-02T09:50:31.713Z, 2022-03-02T09:55:42.235Z, 2022-03-02T09:57:00.019Z, 2022-03-02T09:58:38.976Z, 2022-03-02T09:58:53.901Z, 2022-03-02T10:00:53.028Z, 2022-03-02T10:01:45.902Z, 2022-03-02T10:02:44.238Z, 2022-03-02T10:02:59.181Z, 2022-03-02T10:05:53.616Z, 2022-03-02T10:05:54.796Z, 2022-03-02T10:06:41.736Z, 2022-03-02T10:08:53.127Z, 2022-03-02T10:13:47.434Z, 2022-03-02T10:14:04.336Z, 2022-03-02T10:18:08.667Z]>",16
@rameshk28902979,@rahulpa08371246,Directed,Mention,5634,,"<[2022-03-02T10:05:54.618Z, 2022-03-02T10:06:12.089Z, 2022-03-02T10:08:06.943Z, 2022-03-02T10:37:53.889Z, 2022-03-02T10:40:07.837Z, 2022-03-02T10:40:15.340Z, 2022-03-02T10:40:18.307Z, 2022-03-02T10:40:35.685Z]>",14
@kuldeep31012171,@pmoindia,Directed,Mention,2661,,"<[2022-03-02T09:55:42.235Z, 2022-03-02T09:57:00.019Z, 2022-03-02T09:58:38.976Z, 2022-03-02T09:58:54.047Z, 2022-03-02T10:02:44.238Z, 2022-03-02T10:02:59.181Z, 2022-03-02T10:05:53.616Z, 2022-03-02T10:05:54.796Z, 2022-03-02T10:06:41.736Z, 2022-03-02T10:08:53.127Z, 2022-03-02T10:13:47.434Z, 2022-03-02T10:14:04.336Z, 2022-03-02T10:18:08.667Z]>",13
@kuldeep31012171,@unhumanrights,Directed,Mention,2660,,"<[2022-03-02T09:55:42.235Z, 2022-03-02T09:57:00.019Z, 2022-03-02T09:58:38.976Z, 2022-03-02T10:02:44.238Z, 2022-03-02T10:02:59.181Z, 2022-03-02T10:05:53.616Z, 2022-03-02T10:05:54.796Z, 2022-03-02T10:06:41.736Z, 2022-03-02T10:08:53.127Z, 2022-03-02T10:13:47.434Z, 2022-03-02T10:14:04.336Z, 2022-03-02T10:18:08.667Z]>",12
@shanti_dhuliya,@rahulpa08371246,Directed,Retweet,4217,,"<[2022-03-02T10:00:52.386Z, 2022-03-02T10:01:17.638Z, 2022-03-02T10:01:24.339Z, 2022-03-02T10:01:49.461Z, 2022-03-02T10:02:01.923Z, 2022-03-02T10:02:13.065Z, 2022-03-02T10:02:23.800Z, 2022-03-02T10:02:31.710Z, 2022-03-02T10:02:37.460Z, 2022-03-02T10:04:55.834Z, 2022-03-02T10:34:15.198Z]>",11
@vishaljangid835,@rahulpa08371246,Directed,Mention,10023,,"<[2022-03-02T10:23:31.426Z, 2022-03-02T10:23:53.426Z, 2022-03-02T10:24:36.731Z, 2022-03-02T10:25:22.397Z, 2022-03-02T10:25:37.368Z, 2022-03-02T10:26:00.991Z]>",11
@yashraj44350094,@kremlinrussia_e,Directed,Mention,182,,"<[2022-03-02T09:48:51.416Z, 2022-03-02T09:49:53.929Z, 2022-03-02T09:50:08.456Z, 2022-03-02T09:51:29.694Z, 2022-03-02T09:51:58.783Z, 2022-03-02T09:53:57.696Z, 2022-03-02T09:57:00.019Z, 2022-03-02T09:58:25.318Z, 2022-03-02T10:01:00.972Z, 2022-03-02T10:01:51.474Z]>",10
@yashraj44350094,@harishrajguru19,Directed,Mention,1654,,"<[2022-03-02T09:52:38.623Z, 2022-03-02T09:53:02.237Z, 2022-03-02T09:53:31.589Z, 2022-03-02T09:54:38.769Z, 2022-03-02T09:58:19.168Z, 2022-03-02T09:59:20.593Z, 2022-03-02T09:59:54.421Z, 2022-03-02T10:00:09.856Z, 2022-03-02T10:01:04.580Z, 2022-03-02T10:01:46.718Z]>",10
@yashraj44350094,@harishrajguru19,Directed,Retweet,1655,,"<[2022-03-02T09:52:38.623Z, 2022-03-02T09:53:02.237Z, 2022-03-02T09:53:31.589Z, 2022-03-02T09:54:38.769Z, 2022-03-02T09:58:19.168Z, 2022-03-02T09:59:20.593Z, 2022-03-02T09:59:54.421Z, 2022-03-02T10:00:09.856Z, 2022-03-02T10:01:04.580Z, 2022-03-02T10:01:46.718Z]>",10
@singh01navdeep,@drvaibhavdhaka,Directed,Mention,3958,,"<[2022-03-02T10:00:00.388Z, 2022-03-02T10:06:49.412Z, 2022-03-02T10:09:06.433Z, 2022-03-02T10:12:18.557Z, 2022-03-02T10:17:12.005Z, 2022-03-02T10:20:03.615Z, 2022-03-02T10:28:22.032Z, 2022-03-02T10:31:36.657Z, 2022-03-02T10:35:23.194Z, 2022-03-02T10:40:14.674Z]>",10
@singh01navdeep,@drvaibhavdhaka,Directed,Retweet,3959,,"<[2022-03-02T10:00:00.389Z, 2022-03-02T10:06:49.413Z, 2022-03-02T10:09:06.433Z, 2022-03-02T10:12:18.558Z, 2022-03-02T10:17:12.005Z, 2022-03-02T10:20:03.615Z, 2022-03-02T10:28:22.032Z, 2022-03-02T10:31:36.657Z, 2022-03-02T10:35:23.194Z, 2022-03-02T10:40:14.674Z]>",10
@shanti_dhuliya,@rajcmo,Directed,Mention,4374,,"<[2022-03-02T10:01:17.638Z, 2022-03-02T10:01:24.339Z, 2022-03-02T10:01:49.460Z, 2022-03-02T10:02:01.923Z, 2022-03-02T10:02:13.065Z, 2022-03-02T10:02:23.800Z, 2022-03-02T10:02:31.710Z, 2022-03-02T10:02:37.460Z, 2022-03-02T10:04:55.834Z, 2022-03-02T10:34:15.198Z]>",10
@isandykmr,@kremlinrussia_e,Directed,Mention,149,,"<[2022-03-02T09:48:49.328Z, 2022-03-02T09:51:29.694Z, 2022-03-02T09:51:33.229Z, 2022-03-02T09:51:48.214Z, 2022-03-02T09:51:58.783Z, 2022-03-02T09:55:22.740Z, 2022-03-02T09:58:13.902Z, 2022-03-02T09:58:48.227Z]>",9
@anishapatra15,@potus,Directed,Mention,624,,"<[2022-03-02T09:50:00.816Z, 2022-03-02T09:51:00.691Z, 2022-03-02T09:51:03.464Z, 2022-03-02T09:51:16.092Z, 2022-03-02T09:52:40.106Z, 2022-03-02T09:59:13.524Z, 2022-03-02T10:00:05.640Z, 2022-03-02T10:02:10.152Z, 2022-03-02T10:02:39.382Z]>",9
@muktdynasty2024,@indembmoscow,Directed,Mention,2036,,"<[2022-03-02T09:53:44.472Z, 2022-03-02T09:57:06.907Z, 2022-03-02T10:08:33.947Z, 2022-03-02T10:17:34.638Z, 2022-03-02T10:19:18.307Z, 2022-03-02T10:24:59.695Z, 2022-03-02T10:33:14.831Z, 2022-03-02T10:35:43.129Z, 2022-03-02T10:42:12.314Z]>",9
@muktdynasty2024,@rusembindia,Directed,Mention,2037,,"<[2022-03-02T09:53:44.472Z, 2022-03-02T09:57:06.907Z, 2022-03-02T10:08:33.947Z, 2022-03-02T10:17:34.638Z, 2022-03-02T10:19:18.307Z, 2022-03-02T10:24:59.695Z, 2022-03-02T10:33:14.831Z, 2022-03-02T10:35:43.129Z, 2022-03-02T10:42:12.314Z]>",9
@ashishthanapat2,@3rdworldhumans,Directed,Mention,2554,,"<[2022-03-02T09:55:24.058Z, 2022-03-02T09:56:10.085Z, 2022-03-02T09:57:00.318Z, 2022-03-02T09:58:30.868Z, 2022-03-02T09:58:48.227Z, 2022-03-02T09:59:08.026Z, 2022-03-02T09:59:50.025Z, 2022-03-02T10:01:14.001Z, 2022-03-02T10:01:53.899Z]>",9
@ashishthanapat2,@3rdworldhumans,Directed,Retweet,2556,,"<[2022-03-02T09:55:24.058Z, 2022-03-02T09:56:10.085Z, 2022-03-02T09:57:00.318Z, 2022-03-02T09:58:30.868Z, 2022-03-02T09:58:48.227Z, 2022-03-02T09:59:08.026Z, 2022-03-02T09:59:50.025Z, 2022-03-02T10:01:14.001Z, 2022-03-02T10:01:53.899Z]>",9
@suryabh27786534,@rahulpa08371246,Directed,Retweet,4990,,"<[2022-03-02T10:03:29.452Z, 2022-03-02T10:03:52.579Z, 2022-03-02T10:04:06.292Z, 2022-03-02T10:04:27.307Z, 2022-03-02T10:04:49.165Z, 2022-03-02T10:05:02.699Z, 2022-03-02T10:05:15.062Z, 2022-03-02T10:05:29.313Z, 2022-03-02T10:06:30.985Z]>",9
@media22i,@nexta_tv,Directed,Mention,6435,,"<[2022-03-02T10:09:21.371Z, 2022-03-02T10:09:41.146Z, 2022-03-02T10:17:56.334Z, 2022-03-02T10:18:17.816Z, 2022-03-02T10:26:44.411Z, 2022-03-02T10:33:04.516Z, 2022-03-02T10:38:25.088Z, 2022-03-02T10:39:49.125Z, 2022-03-02T10:41:37.102Z]>",9
@weirdguyrl,@vinod_desai02,Directed,Mention,187,,"<[2022-03-02T09:48:51.830Z, 2022-03-02T09:51:07.002Z, 2022-03-02T09:51:20.753Z, 2022-03-02T09:51:39.208Z, 2022-03-02T09:55:01.487Z, 2022-03-02T09:59:50.025Z]>",8
@anishapatra15,@pmoindia,Directed,Mention,619,,"<[2022-03-02T09:50:00.816Z, 2022-03-02T09:51:00.691Z, 2022-03-02T09:51:03.464Z, 2022-03-02T09:51:16.092Z, 2022-03-02T09:52:40.106Z, 2022-03-02T09:59:13.524Z, 2022-03-02T10:00:05.640Z, 2022-03-02T10:02:39.382Z]>",8
@anishapatra15,@jpn_pmo,Directed,Mention,620,,"<[2022-03-02T09:50:00.816Z, 2022-03-02T09:51:00.691Z, 2022-03-02T09:51:03.464Z, 2022-03-02T09:51:16.092Z, 2022-03-02T09:52:40.106Z, 2022-03-02T09:59:13.524Z, 2022-03-02T10:00:05.640Z, 2022-03-02T10:02:39.382Z]>",8
@anishapatra15,@usagov,Directed,Mention,621,,"<[2022-03-02T09:50:00.816Z, 2022-03-02T09:51:00.691Z, 2022-03-02T09:51:03.464Z, 2022-03-02T09:51:16.092Z, 2022-03-02T09:52:40.106Z, 2022-03-02T09:59:13.524Z, 2022-03-02T10:00:05.640Z, 2022-03-02T10:02:39.382Z]>",8
@anishapatra15,@10downingstreet,Directed,Mention,622,,"<[2022-03-02T09:50:00.816Z, 2022-03-02T09:51:00.691Z, 2022-03-02T09:51:03.464Z, 2022-03-02T09:51:16.092Z, 2022-03-02T09:52:40.106Z, 2022-03-02T09:59:13.524Z, 2022-03-02T10:00:05.640Z, 2022-03-02T10:02:39.382Z]>",8
@anishapatra15,@governmentrf,Directed,Mention,623,,"<[2022-03-02T09:50:00.816Z, 2022-03-02T09:51:00.691Z, 2022-03-02T09:51:03.464Z, 2022-03-02T09:51:16.092Z, 2022-03-02T09:52:40.106Z, 2022-03-02T09:59:13.524Z, 2022-03-02T10:00:05.640Z, 2022-03-02T10:02:39.382Z]>",8
@anishapatra15,@trpresidency,Directed,Mention,625,,"<[2022-03-02T09:50:00.816Z, 2022-03-02T09:51:00.691Z, 2022-03-02T09:51:03.464Z, 2022-03-02T09:51:16.092Z, 2022-03-02T09:52:40.106Z, 2022-03-02T09:59:13.524Z, 2022-03-02T10:00:05.640Z, 2022-03-02T10:02:39.382Z]>",8
@anishapatra15,@vp,Directed,Mention,626,,"<[2022-03-02T09:50:00.816Z, 2022-03-02T09:51:00.691Z, 2022-03-02T09:51:03.464Z, 2022-03-02T09:51:16.092Z, 2022-03-02T09:52:40.106Z, 2022-03-02T09:59:13.524Z, 2022-03-02T10:00:05.640Z, 2022-03-02T10:02:39.382Z]>",8
@anishapatra15,@presidencia_ec,Directed,Mention,627,,"<[2022-03-02T09:50:00.816Z, 2022-03-02T09:51:00.691Z, 2022-03-02T09:51:03.464Z, 2022-03-02T09:51:16.092Z, 2022-03-02T09:52:40.106Z, 2022-03-02T09:59:13.524Z, 2022-03-02T10:00:05.640Z, 2022-03-02T10:02:39.382Z]>",8
@rohitsingh997,@kremlinrussia_e,Directed,Mention,3426,,"<[2022-03-02T09:58:06.642Z, 2022-03-02T09:59:57.588Z, 2022-03-02T10:00:53.028Z, 2022-03-02T10:01:51.474Z, 2022-03-02T10:23:28.057Z, 2022-03-02T10:40:15.318Z, 2022-03-02T10:40:21.485Z, 2022-03-02T10:40:25.109Z]>",8
@rameshk28902979,@rahulpa08371246,Directed,Retweet,5635,,"<[2022-03-02T10:05:54.618Z, 2022-03-02T10:06:12.089Z, 2022-03-02T10:08:06.943Z, 2022-03-02T10:37:53.889Z, 2022-03-02T10:40:07.837Z, 2022-03-02T10:40:15.340Z, 2022-03-02T10:40:18.307Z, 2022-03-02T10:40:35.685Z]>",8
@kuldeep31012171,@deepsealioness,Directed,Mention,8575,,"<[2022-03-02T10:17:55.534Z, 2022-03-02T10:20:12.230Z, 2022-03-02T10:20:37.490Z, 2022-03-02T10:21:04.582Z, 2022-03-02T10:21:30.381Z, 2022-03-02T10:21:31.330Z, 2022-03-02T10:22:39.265Z, 2022-03-02T10:30:51.530Z]>",8
@vishal6109,@rahulpa08371246,Directed,Mention,14154,,"<[2022-03-02T10:38:51.536Z, 2022-03-02T10:39:18.277Z, 2022-03-02T10:39:26.287Z, 2022-03-02T10:39:32.540Z]>",8
@akashku69097212,@justtimepassin,Directed,Quote,14908,,"<[2022-03-02T10:42:08.159Z, 2022-03-02T10:42:27.406Z, 2022-03-02T10:42:43.284Z, 2022-03-02T10:43:12.153Z, 2022-03-02T10:43:46.443Z, 2022-03-02T10:44:05.643Z, 2022-03-02T10:44:14.916Z, 2022-03-02T10:44:25.972Z]>",8
@murli_knows,@kremlinrussia_e,Directed,Mention,499,,"<[2022-03-02T09:49:42.030Z, 2022-03-02T09:49:53.930Z, 2022-03-02T09:51:36.882Z, 2022-03-02T09:52:56.398Z, 2022-03-02T10:03:11.812Z]>",7
@bharatkumarj,@pmoindia,Directed,Mention,629,,"<[2022-03-02T09:50:00.816Z, 2022-03-02T09:51:00.690Z, 2022-03-02T09:51:00.691Z, 2022-03-02T09:52:40.106Z, 2022-03-02T10:02:39.382Z]>",7
@bharatkumarj,@jpn_pmo,Directed,Mention,630,,"<[2022-03-02T09:50:00.816Z, 2022-03-02T09:51:00.690Z, 2022-03-02T09:51:00.691Z, 2022-03-02T09:52:40.106Z, 2022-03-02T10:02:39.382Z]>",7
@bharatkumarj,@usagov,Directed,Mention,631,,"<[2022-03-02T09:50:00.816Z, 2022-03-02T09:51:00.690Z, 2022-03-02T09:51:00.691Z, 2022-03-02T09:52:40.106Z, 2022-03-02T10:02:39.382Z]>",7
@bharatkumarj,@10downingstreet,Directed,Mention,632,,"<[2022-03-02T09:50:00.816Z, 2022-03-02T09:51:00.690Z, 2022-03-02T09:51:00.691Z, 2022-03-02T09:52:40.106Z, 2022-03-02T10:02:39.382Z]>",7
@bharatkumarj,@governmentrf,Directed,Mention,633,,"<[2022-03-02T09:50:00.816Z, 2022-03-02T09:51:00.690Z, 2022-03-02T09:51:00.691Z, 2022-03-02T09:52:40.106Z, 2022-03-02T10:02:39.382Z]>",7
@bharatkumarj,@potus,Directed,Mention,634,,"<[2022-03-02T09:50:00.816Z, 2022-03-02T09:51:00.690Z, 2022-03-02T09:51:00.691Z, 2022-03-02T09:52:40.106Z, 2022-03-02T10:02:39.382Z]>",7
@bharatkumarj,@trpresidency,Directed,Mention,635,,"<[2022-03-02T09:50:00.816Z, 2022-03-02T09:51:00.690Z, 2022-03-02T09:51:00.691Z, 2022-03-02T09:52:40.106Z, 2022-03-02T10:02:39.382Z]>",7
@bharatkumarj,@vp,Directed,Mention,636,,"<[2022-03-02T09:50:00.816Z, 2022-03-02T09:51:00.690Z, 2022-03-02T09:51:00.691Z, 2022-03-02T09:52:40.106Z, 2022-03-02T10:02:39.382Z]>",7
@bharatkumarj,@presidencia_ec,Directed,Mention,637,,"<[2022-03-02T09:50:00.816Z, 2022-03-02T09:51:00.690Z, 2022-03-02T09:51:00.691Z, 2022-03-02T09:52:40.106Z, 2022-03-02T10:02:39.382Z]>",7
@rozinakhan1212,@shen_shiwei,Directed,Quote,1717,,"<[2022-03-02T09:52:47.507Z, 2022-03-02T09:53:13.919Z, 2022-03-02T09:53:28.711Z, 2022-03-02T09:53:31.971Z, 2022-03-02T09:54:44.633Z, 2022-03-02T09:55:31.212Z, 2022-03-02T09:55:54.492Z]>",7
@yashraj44350094,@usa__uncensored,Directed,Mention,2259,,"<[2022-03-02T09:54:26.826Z, 2022-03-02T09:55:52.090Z, 2022-03-02T09:56:23.249Z, 2022-03-02T09:58:09.396Z, 2022-03-02T09:59:31.631Z, 2022-03-02T10:01:12.461Z, 2022-03-02T10:02:24.901Z]>",7
@yashraj44350094,@usa__uncensored,Directed,Retweet,2260,,"<[2022-03-02T09:54:26.827Z, 2022-03-02T09:55:52.090Z, 2022-03-02T09:56:23.249Z, 2022-03-02T09:58:09.397Z, 2022-03-02T09:59:31.631Z, 2022-03-02T10:01:12.461Z, 2022-03-02T10:02:24.901Z]>",7
@rohitsingh997,@narendramodi,Directed,Mention,3939,,"<[2022-03-02T09:59:57.588Z, 2022-03-02T10:00:53.028Z, 2022-03-02T10:01:51.474Z, 2022-03-02T10:23:28.057Z, 2022-03-02T10:40:15.318Z, 2022-03-02T10:40:21.485Z, 2022-03-02T10:40:25.109Z]>",7
@shanti_dhuliya,@1stindianews,Directed,Mention,4421,,"<[2022-03-02T10:01:24.339Z, 2022-03-02T10:01:49.460Z, 2022-03-02T10:02:13.065Z, 2022-03-02T10:02:23.800Z, 2022-03-02T10:02:37.460Z, 2022-03-02T10:04:55.834Z, 2022-03-02T10:34:15.198Z]>",7
@suryabh27786534,@rajcmo,Directed,Mention,4988,,"<[2022-03-02T10:03:29.452Z, 2022-03-02T10:04:06.292Z, 2022-03-02T10:04:27.307Z, 2022-03-02T10:04:49.164Z, 2022-03-02T10:05:02.699Z, 2022-03-02T10:05:15.062Z, 2022-03-02T10:06:30.985Z]>",7
@rameshk28902979,@rajcmo,Directed,Mention,5694,,"<[2022-03-02T10:06:12.089Z, 2022-03-02T10:08:06.943Z, 2022-03-02T10:37:53.889Z, 2022-03-02T10:40:07.837Z, 2022-03-02T10:40:15.340Z, 2022-03-02T10:40:18.307Z, 2022-03-02T10:40:35.685Z]>",7
@rameshk28902979,@etvbharatrj,Directed,Mention,6126,,"<[2022-03-02T10:08:06.943Z, 2022-03-02T10:37:53.889Z, 2022-03-02T10:40:07.837Z, 2022-03-02T10:40:15.340Z, 2022-03-02T10:40:18.307Z, 2022-03-02T10:40:35.685Z]>",7
@yatharthbhoj,@republic,Directed,Mention,6482,,"<[2022-03-02T10:09:33.590Z, 2022-03-02T10:09:40.160Z, 2022-03-02T10:09:45.459Z, 2022-03-02T10:09:50.149Z, 2022-03-02T10:10:15.482Z, 2022-03-02T10:40:42.102Z, 2022-03-02T10:42:19.494Z]>",7
@ashishthanapat2,@kremlinrussia_e,Directed,Mention,29,,"<[2022-03-02T09:48:28.721Z, 2022-03-02T09:57:59.376Z, 2022-03-02T09:58:13.902Z, 2022-03-02T09:58:51.622Z, 2022-03-02T09:59:21.927Z, 2022-03-02T10:03:11.812Z]>",6
@yogesh30578150,@rahulpa08371246,Directed,Mention,369,,"<[2022-03-02T09:49:21.173Z, 2022-03-02T09:49:44.934Z, 2022-03-02T10:38:43.614Z]>",6
@yashraj44350094,@weirdguyrl,Directed,Mention,563,,"<[2022-03-02T09:49:51.830Z, 2022-03-02T09:50:49.831Z, 2022-03-02T09:51:20.752Z, 2022-03-02T09:54:08.229Z, 2022-03-02T09:55:13.945Z, 2022-03-02T09:55:37.533Z]>",6
@yashraj44350094,@weirdguyrl,Directed,Retweet,565,,"<[2022-03-02T09:49:51.830Z, 2022-03-02T09:50:49.831Z, 2022-03-02T09:51:20.753Z, 2022-03-02T09:54:08.229Z, 2022-03-02T09:55:13.945Z, 2022-03-02T09:55:37.533Z]>",6
@yashraj44350094,@anishapatra15,Directed,Mention,576,,"<[2022-03-02T09:49:53.929Z, 2022-03-02T09:53:28.378Z, 2022-03-02T09:56:50.499Z, 2022-03-02T09:57:19.281Z, 2022-03-02T09:57:57.701Z, 2022-03-02T10:01:56.875Z]>",6
@yashraj44350094,@anishapatra15,Directed,Retweet,578,,"<[2022-03-02T09:49:53.930Z, 2022-03-02T09:53:28.378Z, 2022-03-02T09:56:50.499Z, 2022-03-02T09:57:19.281Z, 2022-03-02T09:57:57.701Z, 2022-03-02T10:01:56.875Z]>",6
@madhanr14072165,@weirdguyrl,Directed,Mention,1027,,"<[2022-03-02T09:51:00.516Z, 2022-03-02T09:52:11.261Z, 2022-03-02T09:52:50.974Z, 2022-03-02T09:54:25.283Z, 2022-03-02T09:55:01.487Z, 2022-03-02T09:57:19.276Z]>",6
@madhanr14072165,@weirdguyrl,Directed,Retweet,1029,,"<[2022-03-02T09:51:00.516Z, 2022-03-02T09:52:11.261Z, 2022-03-02T09:52:50.974Z, 2022-03-02T09:54:25.283Z, 2022-03-02T09:55:01.487Z, 2022-03-02T09:57:19.276Z]>",6
@3rdworldhumans,@weirdguyrl,Directed,Quote,1081,,"<[2022-03-02T09:51:07.002Z, 2022-03-02T09:51:39.208Z, 2022-03-02T09:52:21.033Z, 2022-03-02T09:52:30.352Z, 2022-03-02T09:53:10.283Z, 2022-03-02T09:59:50.025Z]>",6
@yashraj44350094,@3rdworldhumans,Directed,Mention,1626,,"<[2022-03-02T09:52:35.400Z, 2022-03-02T09:52:57.088Z, 2022-03-02T09:53:04.632Z, 2022-03-02T09:53:10.283Z, 2022-03-02T09:53:24.296Z, 2022-03-02T09:54:36.550Z]>",6
@yashraj44350094,@3rdworldhumans,Directed,Retweet,1628,,"<[2022-03-02T09:52:35.400Z, 2022-03-02T09:52:57.088Z, 2022-03-02T09:53:04.632Z, 2022-03-02T09:53:10.283Z, 2022-03-02T09:53:24.296Z, 2022-03-02T09:54:36.551Z]>",6
@_khushimaurya,@piyushmaury1,Directed,Mention,3243,,"<[2022-03-02T09:57:27.999Z, 2022-03-02T09:57:57.317Z, 2022-03-02T09:59:35.417Z, 2022-03-02T10:00:22.235Z, 2022-03-02T10:12:48.448Z, 2022-03-02T10:37:32.168Z]>",6
@hemanth48597405,@speaksgautam,Directed,Mention,4017,,"<[2022-03-02T10:00:14.603Z, 2022-03-02T10:03:09.306Z, 2022-03-02T10:05:06.020Z, 2022-03-02T10:05:30.189Z, 2022-03-02T10:09:02.213Z, 2022-03-02T10:09:14.770Z]>",6
@hemanth48597405,@speaksgautam,Directed,Retweet,4018,,"<[2022-03-02T10:00:14.603Z, 2022-03-02T10:03:09.306Z, 2022-03-02T10:05:06.020Z, 2022-03-02T10:05:30.189Z, 2022-03-02T10:09:02.213Z, 2022-03-02T10:09:14.770Z]>",6
@_brooknoah,@rusembethiopia,Directed,Mention,4243,,"<[2022-03-02T10:00:55.646Z, 2022-03-02T10:01:38.453Z, 2022-03-02T10:27:46.662Z]>",6
@kuldeep31012171,@arpitachatter,Directed,Mention,4870,,"<[2022-03-02T10:02:59.181Z, 2022-03-02T10:03:21.797Z, 2022-03-02T10:04:26.295Z, 2022-03-02T10:05:53.616Z, 2022-03-02T10:05:54.796Z, 2022-03-02T10:06:41.736Z]>",6
@yatharthbhoj,@aajtak,Directed,Mention,5350,,"<[2022-03-02T10:04:35.534Z, 2022-03-02T10:04:54.798Z, 2022-03-02T10:05:38.109Z, 2022-03-02T10:06:49.947Z, 2022-03-02T10:06:54.893Z, 2022-03-02T10:07:01.039Z]>",6
@rameshk28902979,@1stindianews,Directed,Mention,5695,,"<[2022-03-02T10:06:12.089Z, 2022-03-02T10:08:06.943Z, 2022-03-02T10:37:53.889Z, 2022-03-02T10:40:15.340Z, 2022-03-02T10:40:18.307Z, 2022-03-02T10:40:35.685Z]>",6
@ashu_jasuja,@speaksgautam,Directed,Mention,6280,,"<[2022-03-02T10:08:39.403Z, 2022-03-02T10:10:15.415Z, 2022-03-02T10:11:31.943Z, 2022-03-02T10:11:45.516Z, 2022-03-02T10:17:04.398Z, 2022-03-02T10:17:50.282Z]>",6
@ashu_jasuja,@speaksgautam,Directed,Retweet,6281,,"<[2022-03-02T10:08:39.403Z, 2022-03-02T10:10:15.415Z, 2022-03-02T10:11:31.943Z, 2022-03-02T10:11:45.516Z, 2022-03-02T10:17:04.398Z, 2022-03-02T10:17:50.282Z]>",6
@gauravk20601889,@speaksgautam,Directed,Mention,7911,,"<[2022-03-02T10:15:40.248Z, 2022-03-02T10:15:51.683Z, 2022-03-02T10:16:09.712Z, 2022-03-02T10:16:26.165Z, 2022-03-02T10:18:54.166Z, 2022-03-02T10:19:20.955Z]>",6
@gauravk20601889,@speaksgautam,Directed,Retweet,7912,,"<[2022-03-02T10:15:40.248Z, 2022-03-02T10:15:51.683Z, 2022-03-02T10:16:09.712Z, 2022-03-02T10:16:26.165Z, 2022-03-02T10:18:54.166Z, 2022-03-02T10:19:20.955Z]>",6
@sasmitamahapa13,@speaksgautam,Directed,Mention,9619,,"<[2022-03-02T10:21:59.932Z, 2022-03-02T10:26:08.181Z, 2022-03-02T10:28:33.986Z, 2022-03-02T10:28:48.974Z, 2022-03-02T10:37:01.822Z, 2022-03-02T10:38:33.600Z]>",6
@sasmitamahapa13,@speaksgautam,Directed,Retweet,9620,,"<[2022-03-02T10:21:59.932Z, 2022-03-02T10:26:08.181Z, 2022-03-02T10:28:33.986Z, 2022-03-02T10:28:48.974Z, 2022-03-02T10:37:01.822Z, 2022-03-02T10:38:33.600Z]>",6
@vishaljangid835,@rahulpa08371246,Directed,Retweet,10027,,"<[2022-03-02T10:23:31.426Z, 2022-03-02T10:23:53.426Z, 2022-03-02T10:24:36.731Z, 2022-03-02T10:25:22.397Z, 2022-03-02T10:25:37.368Z, 2022-03-02T10:26:00.991Z]>",6
@ajjubhai147,@speaksgautam,Directed,Mention,12309,,"<[2022-03-02T10:31:37.550Z, 2022-03-02T10:32:46.487Z, 2022-03-02T10:33:18.740Z, 2022-03-02T10:33:31.888Z, 2022-03-02T10:33:43.212Z, 2022-03-02T10:35:43.244Z]>",6
