Source,Target,Type,Kind,Id,Label,timeset,Weight
@kuldeep31012171,@imabhishek268,Directed,Mention,8064,,"<[2022-03-02T10:16:15.229Z, 2022-03-02T10:17:16.864Z]>",2
@kuldeep31012171,@imabhishek268,Directed,Retweet,8065,,"<[2022-03-02T10:16:15.229Z, 2022-03-02T10:17:16.864Z]>",2
@dhruv46251497,@mas_742,Directed,Mention,8077,,"<[2022-03-02T10:16:17.398Z, 2022-03-02T10:18:39.167Z]>",2
@saeid1998d,@_omarnasr,Directed,Mention,8167,,"<[2022-03-02T10:16:34.734Z, 2022-03-02T10:16:51.297Z]>",2
@saeid1998d,@_omarnasr,Directed,Retweet,8168,,"<[2022-03-02T10:16:34.734Z, 2022-03-02T10:16:51.297Z]>",2
@dasjisnudeep,@keshavk072,Directed,Quote,8278,,"<[2022-03-02T10:16:57.315Z, 2022-03-02T10:22:43.591Z]>",2
@saneltv,@rahulpa08371246,Directed,Mention,8298,,<[2022-03-02T10:17:02.042Z]>,2
@imravi01007,@kuldeep31012171,Directed,Mention,8385,,"<[2022-03-02T10:17:19.958Z, 2022-03-02T10:18:08.666Z]>",2
@imravi01007,@adityarajkaul,Directed,Mention,8386,,"<[2022-03-02T10:17:19.958Z, 2022-03-02T10:18:08.666Z]>",2
@imravi01007,@kuldeep31012171,Directed,Retweet,8387,,"<[2022-03-02T10:17:19.958Z, 2022-03-02T10:18:08.667Z]>",2
@irambhakt,@justtimepassin,Directed,Quote,8398,,"<[2022-03-02T10:17:22.651Z, 2022-03-02T10:28:10.018Z]>",2
@prabhavkumar20,@tanudatadka,Directed,Mention,8408,,"<[2022-03-02T10:17:26.308Z, 2022-03-02T10:20:12.382Z]>",2
@prabhavkumar20,@tanudatadka,Directed,Retweet,8409,,"<[2022-03-02T10:17:26.308Z, 2022-03-02T10:20:12.382Z]>",2
@dasjisnudeep,@prem_tiwari87,Directed,Quote,8416,,"<[2022-03-02T10:17:27.363Z, 2022-03-02T10:27:26.602Z]>",2
@loy0121,@abdulra63001962,Directed,Quote,8433,,"<[2022-03-02T10:17:31.381Z, 2022-03-02T10:27:18.154Z]>",2
@alwayshack2,@indddy77,Directed,Mention,8610,,"<[2022-03-02T10:18:02.658Z, 2022-03-02T10:34:53.148Z]>",2
@alwayshack2,@indddy77,Directed,Retweet,8611,,"<[2022-03-02T10:18:02.658Z, 2022-03-02T10:34:53.148Z]>",2
@gauravk20601889,@aditya_sindh,Directed,Mention,8650,,"<[2022-03-02T10:18:08.386Z, 2022-03-02T10:20:48.572Z]>",2
@gauravk20601889,@aditya_sindh,Directed,Retweet,8651,,"<[2022-03-02T10:18:08.386Z, 2022-03-02T10:20:48.572Z]>",2
@vikash_kumar26,@naasrin15,Directed,Mention,8684,,"<[2022-03-02T10:18:13.144Z, 2022-03-02T10:26:27.337Z]>",2
@vikash_kumar26,@kremlinrussia_e,Directed,Mention,8685,,"<[2022-03-02T10:18:13.144Z, 2022-03-02T10:26:27.337Z]>",2
@suro1808_,@muxama3,Directed,Mention,8728,,"<[2022-03-02T10:18:25.097Z, 2022-03-02T10:26:03.750Z]>",2
@dharmen96470192,@tyagibharatom,Directed,Quote,8781,,"<[2022-03-02T10:18:40.417Z, 2022-03-02T10:25:51.177Z]>",2
@shreyavardhan4,@pacman88459731,Directed,Mention,8782,,"<[2022-03-02T10:18:40.739Z, 2022-03-02T10:25:44.655Z]>",2
@sasmitamahapa13,@narendramodi177,Directed,Mention,8783,,"<[2022-03-02T10:18:41.055Z, 2022-03-02T10:24:03.641Z]>",2
@uzrname1,@narendramodi,Directed,Mention,8911,,"<[2022-03-02T10:19:07.181Z, 2022-03-02T10:20:21.872Z]>",2
@ceaser_sisa,@mas_742,Directed,Quote,8935,,"<[2022-03-02T10:19:11.123Z, 2022-03-02T10:23:53.029Z]>",2
@darkneswilspred,@ameyynn,Directed,Quote,8938,,"<[2022-03-02T10:19:11.723Z, 2022-03-02T10:19:49.690Z]>",2
@hindu4hindustan,@speaksgautam,Directed,Mention,9114,,"<[2022-03-02T10:19:54.004Z, 2022-03-02T10:23:15.512Z]>",2
@hindu4hindustan,@speaksgautam,Directed,Retweet,9115,,"<[2022-03-02T10:19:54.004Z, 2022-03-02T10:23:15.512Z]>",2
@muruga6040,@tanudatadka,Directed,Mention,9149,,"<[2022-03-02T10:20:02.751Z, 2022-03-02T10:21:15.134Z]>",2
@muruga6040,@tanudatadka,Directed,Retweet,9150,,"<[2022-03-02T10:20:02.751Z, 2022-03-02T10:21:15.134Z]>",2
@skg15699694,@rahulpa08371246,Directed,Mention,9178,,<[2022-03-02T10:20:09.287Z]>,2
@panditji145875,@scarryghost40,Directed,Mention,9333,,"<[2022-03-02T10:20:52.300Z, 2022-03-02T10:21:45.773Z]>",2
@thokkepucho,@lotus543,Directed,Mention,9405,,"<[2022-03-02T10:21:12.829Z, 2022-03-02T10:21:55.521Z]>",2
@thokkepucho,@lotus543,Directed,Retweet,9406,,"<[2022-03-02T10:21:12.829Z, 2022-03-02T10:21:55.521Z]>",2
@hindu4hindustan,@_omarnasr,Directed,Mention,9413,,"<[2022-03-02T10:21:14.670Z, 2022-03-02T10:21:37.424Z]>",2
@hindu4hindustan,@_omarnasr,Directed,Retweet,9414,,"<[2022-03-02T10:21:14.670Z, 2022-03-02T10:21:37.424Z]>",2
@vineet_cool28,@kuldeep31012171,Directed,Mention,9489,,"<[2022-03-02T10:21:31.330Z, 2022-03-02T10:22:39.265Z]>",2
@vineet_cool28,@deepsealioness,Directed,Mention,9491,,"<[2022-03-02T10:21:31.330Z, 2022-03-02T10:22:39.265Z]>",2
@vineet_cool28,@kuldeep31012171,Directed,Retweet,9492,,"<[2022-03-02T10:21:31.330Z, 2022-03-02T10:22:39.265Z]>",2
@rajkuma05808682,@starr_kidddd,Directed,Quote,9501,,"<[2022-03-02T10:21:34.579Z, 2022-03-02T10:25:38.003Z]>",2
@thecomm0nman,@rahulpa08371246,Directed,Mention,9528,,<[2022-03-02T10:21:39.795Z]>,2
@ikonseawall,@_omarnasr,Directed,Mention,9559,,"<[2022-03-02T10:21:45.423Z, 2022-03-02T10:22:08.800Z]>",2
@ikonseawall,@_omarnasr,Directed,Retweet,9560,,"<[2022-03-02T10:21:45.423Z, 2022-03-02T10:22:08.800Z]>",2
@alan_katoch,@sumityadav727,Directed,Quote,9592,,"<[2022-03-02T10:21:52.712Z, 2022-03-02T10:39:42.972Z]>",2
@sasmitamahapa13,@tanudatadka,Directed,Mention,9631,,"<[2022-03-02T10:22:03.244Z, 2022-03-02T10:28:02.416Z]>",2
@sasmitamahapa13,@tanudatadka,Directed,Retweet,9632,,"<[2022-03-02T10:22:03.244Z, 2022-03-02T10:28:02.416Z]>",2
@prabhavkumar20,@_omarnasr,Directed,Mention,9635,,"<[2022-03-02T10:22:04.414Z, 2022-03-02T10:28:17.710Z]>",2
@prabhavkumar20,@_omarnasr,Directed,Retweet,9636,,"<[2022-03-02T10:22:04.414Z, 2022-03-02T10:28:17.710Z]>",2
@muruga6040,@_omarnasr,Directed,Mention,9657,,"<[2022-03-02T10:22:10.055Z, 2022-03-02T10:25:05.816Z]>",2
@muruga6040,@_omarnasr,Directed,Retweet,9658,,"<[2022-03-02T10:22:10.055Z, 2022-03-02T10:25:05.816Z]>",2
@inayanchandra,@timesofindia,Directed,Mention,9672,,"<[2022-03-02T10:22:11.816Z, 2022-03-02T10:25:31.077Z]>",2
@thokkepucho,@kremlinrussia_e,Directed,Mention,9693,,"<[2022-03-02T10:22:17.918Z, 2022-03-02T10:22:22.378Z]>",2
@vineet_cool28,@loy0121,Directed,Mention,9811,,"<[2022-03-02T10:22:45.396Z, 2022-03-02T10:27:18.154Z]>",2
@vineet_cool28,@loy0121,Directed,Retweet,9812,,"<[2022-03-02T10:22:45.396Z, 2022-03-02T10:27:18.154Z]>",2
@gauravk20601889,@drvaibhavdhaka,Directed,Mention,9838,,"<[2022-03-02T10:22:53.094Z, 2022-03-02T10:24:59.538Z]>",2
@gauravk20601889,@drvaibhavdhaka,Directed,Retweet,9839,,"<[2022-03-02T10:22:53.094Z, 2022-03-02T10:24:59.538Z]>",2
@_7swapnil,@brunosphoto,Directed,Mention,9882,,"<[2022-03-02T10:23:00.980Z, 2022-03-02T10:25:08.298Z]>",2
@_7swapnil,@calxandr,Directed,Mention,9883,,"<[2022-03-02T10:23:00.980Z, 2022-03-02T10:25:08.298Z]>",2
@gauravk20601889,@kremlinrussia_e,Directed,Mention,9917,,"<[2022-03-02T10:23:09.074Z, 2022-03-02T10:29:04.395Z]>",2
@vishaljangid835,@news18rajasthan,Directed,Mention,10026,,"<[2022-03-02T10:23:31.426Z, 2022-03-02T10:23:53.426Z]>",2
@the_pinakee,@eternalroute,Directed,Mention,10028,,"<[2022-03-02T10:23:31.726Z, 2022-03-02T10:34:51.584Z]>",2
@the_pinakee,@eternalroute,Directed,Retweet,10029,,"<[2022-03-02T10:23:31.726Z, 2022-03-02T10:34:51.584Z]>",2
@bhagatsinghjat6,@speaksgautam,Directed,Mention,10060,,"<[2022-03-02T10:23:38.342Z, 2022-03-02T10:26:31.394Z]>",2
@bhagatsinghjat6,@speaksgautam,Directed,Retweet,10061,,"<[2022-03-02T10:23:38.342Z, 2022-03-02T10:26:31.394Z]>",2
@sz95q,@yi98x,Directed,Mention,10177,,"<[2022-03-02T10:24:08.559Z, 2022-03-02T10:26:34.183Z]>",2
@sz95q,@yi98x,Directed,Retweet,10178,,"<[2022-03-02T10:24:08.559Z, 2022-03-02T10:26:34.183Z]>",2
@akashku69097212,@muxama3,Directed,Mention,10207,,"<[2022-03-02T10:24:18.400Z, 2022-03-02T10:25:11.413Z]>",2
@akashku69097212,@muxama3,Directed,Retweet,10208,,"<[2022-03-02T10:24:18.400Z, 2022-03-02T10:25:11.413Z]>",2
@gauravk20601889,@snjvmshr91,Directed,Mention,10211,,"<[2022-03-02T10:24:18.504Z, 2022-03-02T10:27:05.183Z]>",2
@gauravk20601889,@snjvmshr91,Directed,Retweet,10212,,"<[2022-03-02T10:24:18.504Z, 2022-03-02T10:27:05.183Z]>",2
@waqas3rahman,@chollimaorg,Directed,Quote,10246,,"<[2022-03-02T10:24:26.268Z, 2022-03-02T10:28:59.031Z]>",2
@prem_singh01,@_omarnasr,Directed,Mention,10274,,"<[2022-03-02T10:24:34.352Z, 2022-03-02T10:25:03.943Z]>",2
@prem_singh01,@_omarnasr,Directed,Retweet,10275,,"<[2022-03-02T10:24:34.352Z, 2022-03-02T10:25:03.943Z]>",2
@d_i_w_mindset,@qomche,Directed,Quote,10283,,"<[2022-03-02T10:24:36.749Z, 2022-03-02T10:28:50.326Z]>",2
@sasmitamahapa13,@_omarnasr,Directed,Mention,10290,,"<[2022-03-02T10:24:38.853Z, 2022-03-02T10:25:07.871Z]>",2
@sasmitamahapa13,@_omarnasr,Directed,Retweet,10291,,"<[2022-03-02T10:24:38.853Z, 2022-03-02T10:25:07.871Z]>",2
@ph71541730,@trulydipesh,Directed,Quote,10296,,"<[2022-03-02T10:24:41.809Z, 2022-03-02T10:28:33.429Z]>",2
@yudi5775,@_omarnasr,Directed,Mention,10342,,"<[2022-03-02T10:24:48.624Z, 2022-03-02T10:28:16.582Z]>",2
@vishalg30499911,@sunny_rajput87,Directed,Mention,10375,,"<[2022-03-02T10:24:56.794Z, 2022-03-02T10:26:27.115Z]>",2
@amita0744,@rana_____g,Directed,Mention,10392,,"<[2022-03-02T10:24:59.939Z, 2022-03-02T10:27:43.893Z]>",2
@amita0744,@rana_____g,Directed,Retweet,10394,,"<[2022-03-02T10:24:59.939Z, 2022-03-02T10:27:43.893Z]>",2
@sanatan53504596,@sumityadav727,Directed,Mention,10401,,"<[2022-03-02T10:25:02.066Z, 2022-03-02T10:25:13.511Z]>",2
@gauravk20601889,@yi98x,Directed,Mention,10425,,"<[2022-03-02T10:25:06.840Z, 2022-03-02T10:27:32.068Z]>",2
@gauravk20601889,@yi98x,Directed,Retweet,10426,,"<[2022-03-02T10:25:06.840Z, 2022-03-02T10:27:32.068Z]>",2
@_rohit_tak7709,@sunny_rajput87,Directed,Mention,10497,,"<[2022-03-02T10:25:19.845Z, 2022-03-02T10:28:01.632Z]>",2
@gauravk20601889,@asifalitor,Directed,Mention,10572,,"<[2022-03-02T10:25:32.756Z, 2022-03-02T10:26:04.494Z]>",2
@gauravk20601889,@asifalitor,Directed,Retweet,10573,,"<[2022-03-02T10:25:32.756Z, 2022-03-02T10:26:04.494Z]>",2
@kumarsa08214458,@ashoswai,Directed,Quote,10604,,"<[2022-03-02T10:25:37.152Z, 2022-03-02T10:28:58.867Z]>",2
@rashid_aviator,@salmangolden3,Directed,Mention,10620,,"<[2022-03-02T10:25:41.166Z, 2022-03-02T10:28:02.134Z]>",2
@shreyavardhan4,@dopewiizaardd,Directed,Mention,10752,,"<[2022-03-02T10:26:02.640Z, 2022-03-02T10:27:52.384Z]>",2
@ajmalarisha,@tanudatadka,Directed,Mention,10778,,"<[2022-03-02T10:26:07.407Z, 2022-03-02T10:36:55.898Z]>",2
@ajmalarisha,@tanudatadka,Directed,Retweet,10779,,"<[2022-03-02T10:26:07.407Z, 2022-03-02T10:36:55.898Z]>",2
@abdul_qdr12,@speaksgautam,Directed,Mention,10819,,"<[2022-03-02T10:26:14.832Z, 2022-03-02T10:30:57.530Z]>",2
@abdul_qdr12,@speaksgautam,Directed,Retweet,10820,,"<[2022-03-02T10:26:14.832Z, 2022-03-02T10:30:57.530Z]>",2
@behappyamit,@gdbakshi2,Directed,Mention,10837,,"<[2022-03-02T10:26:18.633Z, 2022-03-02T10:26:52.223Z]>",2
@behappyamit,@gdbakshi2,Directed,Retweet,10838,,"<[2022-03-02T10:26:18.633Z, 2022-03-02T10:26:52.223Z]>",2
@hemanth48597405,@sujineswar1,Directed,Mention,10855,,"<[2022-03-02T10:26:21.004Z, 2022-03-02T10:26:55.179Z]>",2
@hemanth48597405,@sujineswar1,Directed,Retweet,10856,,"<[2022-03-02T10:26:21.004Z, 2022-03-02T10:26:55.179Z]>",2
@abdul_qdr12,@tanudatadka,Directed,Mention,10888,,"<[2022-03-02T10:26:26.231Z, 2022-03-02T10:28:14.424Z]>",2
@abdul_qdr12,@tanudatadka,Directed,Retweet,10889,,"<[2022-03-02T10:26:26.231Z, 2022-03-02T10:28:14.424Z]>",2
@er_abirajan1,@madan3,Directed,Mention,10941,,"<[2022-03-02T10:26:41.458Z, 2022-03-02T10:27:25.832Z]>",2
@kaifkhan786092,@ashoswai,Directed,Mention,11061,,"<[2022-03-02T10:27:03.936Z, 2022-03-02T10:27:24.761Z]>",2
@kaifkhan786092,@ashoswai,Directed,Retweet,11062,,"<[2022-03-02T10:27:03.936Z, 2022-03-02T10:27:24.761Z]>",2
@ajmalarisha,@indddy77,Directed,Mention,11086,,"<[2022-03-02T10:27:08.881Z, 2022-03-02T10:36:24.809Z]>",2
@ajmalarisha,@indddy77,Directed,Retweet,11087,,"<[2022-03-02T10:27:08.881Z, 2022-03-02T10:36:24.809Z]>",2
@fatimah_rahat,@zahirshah28555,Directed,Mention,11265,,"<[2022-03-02T10:27:47.395Z, 2022-03-02T10:40:05.639Z]>",2
@fatimah_rahat,@zahirshah28555,Directed,Retweet,11266,,"<[2022-03-02T10:27:47.395Z, 2022-03-02T10:40:05.639Z]>",2
@gauravk20601889,@mohdahtishamah1,Directed,Mention,11273,,"<[2022-03-02T10:27:49.631Z, 2022-03-02T10:35:58.017Z]>",2
@gauravk20601889,@mohdahtishamah1,Directed,Retweet,11274,,"<[2022-03-02T10:27:49.631Z, 2022-03-02T10:35:58.017Z]>",2
@ctm7861,@waseemshahzada,Directed,Quote,11381,,"<[2022-03-02T10:28:13.469Z, 2022-03-02T10:39:09.896Z]>",2
@sanusi90064,@mr_omaaraa,Directed,Mention,11391,,"<[2022-03-02T10:28:14.578Z, 2022-03-02T10:28:33.750Z]>",2
@sanusi90064,@mr_omaaraa,Directed,Retweet,11392,,"<[2022-03-02T10:28:14.578Z, 2022-03-02T10:28:33.750Z]>",2
@astrowaffen,@un,Directed,Mention,11518,,"<[2022-03-02T10:28:40.149Z, 2022-03-02T10:31:07.981Z]>",2
@abhu00305893,@_omarnasr,Directed,Mention,11739,,"<[2022-03-02T10:29:32.954Z, 2022-03-02T10:31:31.651Z]>",2
@abhu00305893,@_omarnasr,Directed,Retweet,11740,,"<[2022-03-02T10:29:32.954Z, 2022-03-02T10:31:31.651Z]>",2
@putinalphaman,@kittymanning20,Directed,Mention,11749,,"<[2022-03-02T10:29:33.820Z, 2022-03-02T10:30:05.368Z]>",2
@sanketh_kr,@mas_742,Directed,Mention,11767,,"<[2022-03-02T10:29:40.908Z, 2022-03-02T10:31:10.522Z]>",2
@reetstud123,@rahulpa08371246,Directed,Mention,11816,,<[2022-03-02T10:29:54.290Z]>,2
@imgsyadav,@rjsh003,Directed,Quote,11880,,"<[2022-03-02T10:30:09.059Z, 2022-03-02T10:30:57.506Z]>",2
@sanjayt24478226,@gdbakshi2,Directed,Mention,11891,,"<[2022-03-02T10:30:09.991Z, 2022-03-02T10:30:35.601Z]>",2
@sanjayt24478226,@gdbakshi2,Directed,Retweet,11892,,"<[2022-03-02T10:30:09.991Z, 2022-03-02T10:30:35.601Z]>",2
@sanketh_kr,@slimdestro,Directed,Mention,11942,,"<[2022-03-02T10:30:22.269Z, 2022-03-02T10:30:49.921Z]>",2
@bhupe_sharma,@amanchopra_,Directed,Mention,11988,,"<[2022-03-02T10:30:30.744Z, 2022-03-02T10:30:44.813Z]>",2
@gauravk20601889,@sanketh_kr,Directed,Mention,12073,,"<[2022-03-02T10:30:49.921Z, 2022-03-02T10:31:10.522Z]>",2
@gauravk20601889,@sanketh_kr,Directed,Retweet,12074,,"<[2022-03-02T10:30:49.921Z, 2022-03-02T10:31:10.522Z]>",2
@gauravk20601889,@imabhishek268,Directed,Mention,12087,,"<[2022-03-02T10:30:52.725Z, 2022-03-02T10:31:00.757Z]>",2
@gauravk20601889,@imabhishek268,Directed,Retweet,12088,,"<[2022-03-02T10:30:52.725Z, 2022-03-02T10:31:00.757Z]>",2
@aandolun,@gdbakshi2,Directed,Quote,12102,,"<[2022-03-02T10:30:54.726Z, 2022-03-02T10:31:25.073Z]>",2
@yatharthbhoj,@ashishtomar3108,Directed,Mention,12158,,"<[2022-03-02T10:31:06.965Z, 2022-03-02T10:31:36.657Z]>",2
@barefootrara,@rohailhyatt,Directed,Mention,12164,,"<[2022-03-02T10:31:08.864Z, 2022-03-02T10:32:58.331Z]>",2
@harshit94997727,@tanudatadka,Directed,Mention,12360,,"<[2022-03-02T10:31:48.571Z, 2022-03-02T10:31:55.051Z]>",2
@harshit94997727,@tanudatadka,Directed,Retweet,12361,,"<[2022-03-02T10:31:48.571Z, 2022-03-02T10:31:55.051Z]>",2
@ajjubhai147,@tanudatadka,Directed,Mention,12435,,"<[2022-03-02T10:32:11.081Z, 2022-03-02T10:32:48.814Z]>",2
@ajjubhai147,@tanudatadka,Directed,Retweet,12436,,"<[2022-03-02T10:32:11.081Z, 2022-03-02T10:32:48.814Z]>",2
@ajjubhai147,@_omarnasr,Directed,Mention,12509,,"<[2022-03-02T10:32:32.309Z, 2022-03-02T10:32:36.242Z]>",2
@ajjubhai147,@_omarnasr,Directed,Retweet,12510,,"<[2022-03-02T10:32:32.309Z, 2022-03-02T10:32:36.242Z]>",2
@vinod8438,@1stindianews,Directed,Mention,12522,,"<[2022-03-02T10:32:36.008Z, 2022-03-02T10:32:46.986Z]>",2
@vinod8438,@news18rajasthan,Directed,Mention,12523,,"<[2022-03-02T10:32:36.008Z, 2022-03-02T10:32:46.986Z]>",2
@webreathecrick1,@slimdestro,Directed,Mention,12650,,"<[2022-03-02T10:33:04.014Z, 2022-03-02T10:39:51.029Z]>",2
@143skdas,@_omarnasr,Directed,Mention,12850,,"<[2022-03-02T10:33:50.070Z, 2022-03-02T10:34:37.636Z]>",2
@143skdas,@_omarnasr,Directed,Retweet,12851,,"<[2022-03-02T10:33:50.070Z, 2022-03-02T10:34:37.636Z]>",2
@dontw_1,@askanshul,Directed,Mention,12858,,"<[2022-03-02T10:33:51.246Z, 2022-03-02T10:38:56.840Z]>",2
@soccercancer,@_omarnasr,Directed,Mention,12877,,"<[2022-03-02T10:33:56.678Z, 2022-03-02T10:34:26.110Z]>",2
@soccercancer,@_omarnasr,Directed,Retweet,12878,,"<[2022-03-02T10:33:56.678Z, 2022-03-02T10:34:26.110Z]>",2
@bagathsingh_tn,@governmentrf,Directed,Mention,12919,,"<[2022-03-02T10:34:06.712Z, 2022-03-02T10:38:37.823Z]>",2
@bagathsingh_tn,@rusembindia,Directed,Mention,12920,,"<[2022-03-02T10:34:06.712Z, 2022-03-02T10:38:37.823Z]>",2
@bagathsingh_tn,@kremlinrussia_e,Directed,Mention,12921,,"<[2022-03-02T10:34:06.712Z, 2022-03-02T10:38:37.823Z]>",2
@syedfakhir1122,@hey_1m_v,Directed,Mention,12940,,"<[2022-03-02T10:34:12.235Z, 2022-03-02T10:35:38.703Z]>",2
@putinalphaman,@altamiranoadele,Directed,Mention,13037,,"<[2022-03-02T10:34:44.257Z, 2022-03-02T10:37:55.140Z]>",2
@vandanakumar14,@etiwaricom,Directed,Mention,13127,,"<[2022-03-02T10:35:09.567Z, 2022-03-02T10:41:23.802Z]>",2
@vandanakumar14,@etiwaricom,Directed,Retweet,13129,,"<[2022-03-02T10:35:09.567Z, 2022-03-02T10:41:23.802Z]>",2
@divadivawendy,@futurebrain1,Directed,Quote,13212,,"<[2022-03-02T10:35:25.204Z, 2022-03-02T10:42:49.890Z]>",2
@gauravk20601889,@syedfakhir1122,Directed,Mention,13267,,"<[2022-03-02T10:35:38.703Z, 2022-03-02T10:35:55.739Z]>",2
@gauravk20601889,@syedfakhir1122,Directed,Retweet,13269,,"<[2022-03-02T10:35:38.703Z, 2022-03-02T10:35:55.739Z]>",2
@codewithtwitchi,@syedfakhir1122,Directed,Mention,13276,,"<[2022-03-02T10:35:40.647Z, 2022-03-02T10:35:40.649Z]>",2
@codewithtwitchi,@syedfakhir1122,Directed,Retweet,13278,,"<[2022-03-02T10:35:40.647Z, 2022-03-02T10:35:40.649Z]>",2
@immortalruler10,@abdulra63001962,Directed,Quote,13359,,"<[2022-03-02T10:35:54.139Z, 2022-03-02T10:42:02.280Z]>",2
@bobangwenyi,@aiza_b9,Directed,Quote,13371,,"<[2022-03-02T10:35:57.199Z, 2022-03-02T10:36:18.503Z]>",2
@yateenvyas,@rajcmo,Directed,Mention,13385,,"<[2022-03-02T10:35:59.641Z, 2022-03-02T10:36:20.217Z]>",2
@yateenvyas,@1stindianews,Directed,Mention,13386,,"<[2022-03-02T10:35:59.641Z, 2022-03-02T10:36:20.217Z]>",2
@yateenvyas,@rahulpa08371246,Directed,Retweet,13387,,"<[2022-03-02T10:35:59.641Z, 2022-03-02T10:36:20.217Z]>",2
@thegame40623569,@tanudatadka,Directed,Mention,13404,,"<[2022-03-02T10:36:04.551Z, 2022-03-02T10:36:51.321Z]>",2
@thegame40623569,@tanudatadka,Directed,Retweet,13405,,"<[2022-03-02T10:36:04.551Z, 2022-03-02T10:36:51.321Z]>",2
@sojxbbsj,@tanudatadka,Directed,Mention,13497,,"<[2022-03-02T10:36:23.735Z, 2022-03-02T10:38:03.060Z]>",2
@sojxbbsj,@tanudatadka,Directed,Retweet,13498,,"<[2022-03-02T10:36:23.735Z, 2022-03-02T10:38:03.060Z]>",2
@just_politics1,@frmerss,Directed,Mention,13499,,"<[2022-03-02T10:36:25.164Z, 2022-03-02T10:39:54.705Z]>",2
@just_politics1,@_dadasprincess,Directed,Mention,13500,,"<[2022-03-02T10:36:25.164Z, 2022-03-02T10:39:54.705Z]>",2
@just_politics1,@_sweet_parul_,Directed,Mention,13501,,"<[2022-03-02T10:36:25.164Z, 2022-03-02T10:39:54.705Z]>",2
@just_politics1,@shivaniv2901,Directed,Mention,13502,,"<[2022-03-02T10:36:25.164Z, 2022-03-02T10:39:54.705Z]>",2
@just_politics1,@roflgandhi_,Directed,Mention,13503,,"<[2022-03-02T10:36:25.164Z, 2022-03-02T10:39:54.705Z]>",2
@just_politics1,@murti_nain,Directed,Mention,13504,,"<[2022-03-02T10:36:25.164Z, 2022-03-02T10:39:54.705Z]>",2
@just_politics1,@fmxt_nidhi,Directed,Mention,13505,,"<[2022-03-02T10:36:25.164Z, 2022-03-02T10:39:54.705Z]>",2
@rahulma85739311,@piyushmaury1,Directed,Mention,13571,,"<[2022-03-02T10:36:35.311Z, 2022-03-02T10:37:32.168Z]>",2
@dfghhjmmmmm,@abhi_pandey04,Directed,Mention,13704,,"<[2022-03-02T10:36:59.433Z, 2022-03-02T10:38:58.220Z]>",2
@dfghhjmmmmm,@abhi_pandey04,Directed,Retweet,13705,,"<[2022-03-02T10:36:59.433Z, 2022-03-02T10:38:58.220Z]>",2
@sanjaykameriya2,@rahulpa08371246,Directed,Mention,13878,,<[2022-03-02T10:37:38.623Z]>,2
@sai61046404,@abhi_pandey04,Directed,Mention,13905,,"<[2022-03-02T10:37:44.204Z, 2022-03-02T10:38:05.658Z]>",2
@sai61046404,@abhi_pandey04,Directed,Retweet,13906,,"<[2022-03-02T10:37:44.204Z, 2022-03-02T10:38:05.658Z]>",2
@shuyxdd45785ff,@_omarnasr,Directed,Mention,13981,,"<[2022-03-02T10:38:01.608Z, 2022-03-02T10:38:13.438Z]>",2
@shuyxdd45785ff,@_omarnasr,Directed,Retweet,13982,,"<[2022-03-02T10:38:01.608Z, 2022-03-02T10:38:13.438Z]>",2
@riturajuna74,@pankajsaxena84,Directed,Quote,14109,,"<[2022-03-02T10:38:39.877Z, 2022-03-02T10:41:02.215Z]>",2
@sai_kiran008,@tweet2tbh,Directed,Mention,14126,,"<[2022-03-02T10:38:44.944Z, 2022-03-02T10:40:07.880Z]>",2
@sai_kiran008,@tweet2tbh,Directed,Retweet,14127,,"<[2022-03-02T10:38:44.944Z, 2022-03-02T10:40:07.880Z]>",2
@shuyxdd45785ff,@speaksgautam,Directed,Mention,14128,,"<[2022-03-02T10:38:45.470Z, 2022-03-02T10:39:36.910Z]>",2
@shuyxdd45785ff,@speaksgautam,Directed,Retweet,14129,,"<[2022-03-02T10:38:45.470Z, 2022-03-02T10:39:36.910Z]>",2
@vishal6109,@ramlalsharmabjp,Directed,Mention,14236,,<[2022-03-02T10:39:09.681Z]>,2
@dbharthaniya,@embassyofrussia,Directed,Mention,14301,,"<[2022-03-02T10:39:27.635Z, 2022-03-02T10:41:00.268Z]>",2
@dbharthaniya,@mfa_russia,Directed,Mention,14302,,"<[2022-03-02T10:39:27.635Z, 2022-03-02T10:41:00.268Z]>",2
@dbharthaniya,@pmsimferopol,Directed,Mention,14303,,"<[2022-03-02T10:39:27.635Z, 2022-03-02T10:41:00.268Z]>",2
@dbharthaniya,@ekatmid,Directed,Mention,14304,,"<[2022-03-02T10:39:27.635Z, 2022-03-02T10:41:00.268Z]>",2
@dbharthaniya,@rusembusa,Directed,Mention,14305,,"<[2022-03-02T10:39:27.635Z, 2022-03-02T10:41:00.268Z]>",2
@dbharthaniya,@sportartscultur,Directed,Mention,14306,,"<[2022-03-02T10:39:27.635Z, 2022-03-02T10:41:00.268Z]>",2
@dbharthaniya,@russiabeyond,Directed,Mention,14307,,"<[2022-03-02T10:39:27.635Z, 2022-03-02T10:41:00.268Z]>",2
@dbharthaniya,@rusconscapetown,Directed,Mention,14308,,"<[2022-03-02T10:39:27.635Z, 2022-03-02T10:41:00.268Z]>",2
@dbharthaniya,@rusmission_eu,Directed,Mention,14309,,"<[2022-03-02T10:39:27.635Z, 2022-03-02T10:41:00.268Z]>",2
